,Date,Equity
0,2020-01-01,994.9389517947159
1,2020-01-02,994.9389517947159
2,2020-01-03,1013.3204555716744
3,2020-01-04,1013.3204555716743
4,2020-01-05,1006.789783921147
5,2020-01-06,1026.8252232811794
6,2020-01-07,1016.2079736335784
7,2020-01-08,1016.2079736335784
8,2020-01-10,1016.2079736335784
9,2020-01-11,1004.9658515834558
10,2020-01-12,1003.8818331456116
11,2020-01-13,1001.0120465023485
12,2020-01-14,1078.564567209795
13,2020-01-15,1046.13072671768
14,2020-01-16,1019.4775673006891
15,2020-01-17,1021.7974511216057
16,2020-01-18,1020.4961053112149
17,2020-01-19,1002.4695119335465
18,2020-01-20,1002.4695119335465
19,2020-01-21,1002.4695119335465
20,2020-01-22,1002.4695119335465
21,2020-01-24,1002.4695119335465
22,2020-01-25,996.355778273392
23,2020-01-26,996.3557782733919
24,2020-01-27,992.5535755141175
25,2020-01-28,992.5535755141175
26,2020-01-29,992.5535755141175
27,2020-01-30,1002.3079813424458
28,2020-01-31,998.9938158319721
29,2020-02-01,990.9569853834737
30,2020-02-02,981.5646093108946
31,2020-02-03,981.5646093108946
32,2020-02-04,980.9389538806106
33,2020-02-05,993.7041710562532
34,2020-02-07,993.7041710562532
35,2020-02-08,993.7041710562532
36,2020-02-09,993.7041710562532
37,2020-02-10,996.6577435135953
38,2020-02-11,944.8044364233937
39,2020-02-12,959.1617150165371
40,2020-02-13,959.1617150165371
41,2020-02-14,929.4326681950906
42,2020-02-15,957.2217764289483
43,2020-02-16,950.6871819489922
44,2020-02-17,915.4420161689997
45,2020-02-18,915.4420161689998
46,2020-02-19,934.1311220983032
47,2020-02-21,934.1311220983032
48,2020-02-22,928.7317066019591
49,2020-02-23,934.4696899125488
50,2020-02-24,935.7897856762195
51,2020-02-25,950.5985210063691
52,2020-02-26,1003.7692545504731
53,2020-02-27,1003.7692545504731
54,2020-02-28,1003.7692545504731
55,2020-02-29,1003.7692545504731
56,2020-03-01,1003.7692545504731
57,2020-03-02,1009.1274382273559
58,2020-03-03,1009.1376205436247
59,2020-03-04,1003.0319210809357
60,2020-03-05,1000.4155253477222
61,2020-03-06,1000.4155253477222
62,2020-03-07,1000.4155253477222
63,2020-03-08,1074.0093007770715
64,2020-03-09,1047.6677683108944
65,2020-03-10,1047.6677683108944
66,2020-03-11,1031.1733922375888
67,2020-03-12,1379.7958494861164
68,2020-03-13,1463.5066616098165
69,2020-03-14,1518.9235513438507
70,2020-03-15,1520.0765088887076
71,2020-03-16,1449.2829057967097
72,2020-03-17,1419.702144266465
73,2020-03-18,1419.702144266465
74,2020-03-19,1490.8087130459523
75,2020-03-20,1414.4948492903452
76,2020-03-21,1414.4948492903452
77,2020-03-22,1414.4948492903452
78,2020-03-23,1467.096982511221
79,2020-03-24,1467.096982511221
80,2020-03-25,1467.096982511221
81,2020-03-27,1467.096982511221
82,2020-03-28,1467.096982511221
83,2020-03-29,1467.096982511221
84,2020-03-30,1473.127472365219
85,2020-03-31,1473.127472365219
86,2020-04-01,1473.127472365219
87,2020-04-02,1473.127472365219
88,2020-04-03,1473.127472365219
89,2020-04-04,1473.127472365219
90,2020-04-05,1473.127472365219
91,2020-04-06,1539.3084794196786
92,2020-04-07,1539.3084794196784
93,2020-04-08,1539.3084794196784
94,2020-04-10,1542.8810293404877
95,2020-04-11,1542.8810293404877
96,2020-04-12,1542.8810293404877
97,2020-04-13,1542.8810293404877
98,2020-04-14,1542.8810293404877
99,2020-04-15,1542.8810293404877
100,2020-04-16,1591.0320565607558
101,2020-04-17,1591.0320565607558
102,2020-04-18,1597.3765253837419
103,2020-04-19,1597.3765253837419
104,2020-04-20,1597.3765253837419
105,2020-04-21,1597.3765253837419
106,2020-04-22,1593.493128665466
107,2020-04-24,1593.493128665466
108,2020-04-25,1593.493128665466
109,2020-04-26,1593.493128665466
110,2020-04-27,1593.493128665466
111,2020-04-28,1593.493128665466
112,2020-04-29,1626.7937192910413
113,2020-04-30,1592.0682971640413
114,2020-05-01,1592.0682971640413
115,2020-05-02,1592.0682971640413
116,2020-05-03,1592.0682971640413
117,2020-05-04,1538.955428386067
118,2020-05-05,1538.955428386067
119,2020-05-06,1538.955428386067
120,2020-05-07,1561.860260304135
121,2020-05-08,1561.860260304135
122,2020-05-09,1561.860260304135
123,2020-05-10,1571.9059629339254
124,2020-05-11,1571.9059629339254
125,2020-05-12,1565.7461898237075
126,2020-05-13,1572.2401598311947
127,2020-05-15,1578.9218853761258
128,2020-05-16,1578.9218853761258
129,2020-05-17,1568.0983101474053
130,2020-05-18,1562.7289284117219
131,2020-05-19,1562.7289284117219
132,2020-05-20,1534.9958014944655
133,2020-05-21,1530.6720531887916
134,2020-05-22,1531.487598973672
135,2020-05-23,1531.487598973672
136,2020-05-24,1531.487598973672
137,2020-05-25,1531.487598973672
138,2020-05-26,1518.3105863835178
139,2020-05-27,1518.4521198712937
140,2020-05-29,1518.4521198712937
141,2020-05-30,1555.4644217645864
142,2020-05-31,1564.1056906615286
143,2020-06-01,1564.1056906615286
144,2020-06-02,1540.6290489460812
145,2020-06-03,1540.6290489460812
146,2020-06-04,1540.6290489460812
147,2020-06-05,1540.6290489460812
148,2020-06-06,1540.6290489460812
149,2020-06-07,1540.6290489460812
150,2020-06-08,1540.6290489460812
151,2020-06-09,1540.6290489460812
152,2020-06-10,1540.6290489460812
153,2020-06-11,1582.602189520237
154,2020-06-12,1578.2009776515283
155,2020-06-13,1578.2009776515283
156,2020-06-14,1578.2009776515283
157,2020-06-15,1544.3181935746281
158,2020-06-16,1544.318193574628
159,2020-06-17,1544.318193574628
160,2020-06-19,1544.318193574628
161,2020-06-20,1544.318193574628
162,2020-06-21,1544.318193574628
163,2020-06-22,1560.0547585140043
164,2020-06-23,1560.0547585140043
165,2020-06-24,1541.7781959745535
166,2020-06-25,1541.7781959745535
167,2020-06-26,1541.7781959745535
168,2020-06-27,1541.7781959745535
169,2020-06-28,1541.7781959745535
170,2020-06-29,1541.7781959745535
171,2020-06-30,1541.7781959745535
172,2020-07-01,1541.7781959745535
173,2020-07-03,1541.7781959745535
174,2020-07-04,1541.7781959745535
175,2020-07-05,1541.7781959745535
176,2020-07-06,1544.7690203870611
177,2020-07-07,1537.1314412401825
178,2020-07-08,1542.0285733234168
179,2020-07-09,1526.7222606445255
180,2020-07-10,1526.7222606445255
181,2020-07-11,1526.7222606445255
182,2020-07-12,1526.7222606445255
183,2020-07-13,1526.7222606445255
184,2020-07-14,1526.7222606445255
185,2020-07-15,1526.7222606445255
186,2020-07-17,1526.7222606445255
187,2020-07-18,1526.7222606445255
188,2020-07-19,1526.7222606445255
189,2020-07-20,1526.7222606445255
190,2020-07-21,1536.2375582736718
191,2020-07-22,1485.4309154912623
192,2020-07-23,1485.4309154912623
193,2020-07-24,1464.4426309044195
194,2020-07-25,1509.8524587114812
195,2020-07-26,1505.5164257652934
196,2020-07-27,1547.2995294969355
197,2020-07-28,1539.8131770405846
198,2020-07-29,1534.399709695299
199,2020-07-30,1513.0444622149607
200,2020-07-31,1507.9835543252918
201,2020-08-01,1550.9132595939727
202,2020-08-02,1583.9999358148652
203,2020-08-03,1569.6465214098814
204,2020-08-04,1569.6465214098814
205,2020-08-05,1570.5519820926468
206,2020-08-06,1568.3710458236512
207,2020-08-07,1573.8162763336807
208,2020-08-08,1573.8162763336804
209,2020-08-09,1554.7266976880378
210,2020-08-10,1548.4556804861068
211,2020-08-11,1558.6792922925413
212,2020-08-12,1558.679292292541
213,2020-08-13,1558.679292292541
214,2020-08-14,1558.679292292541
215,2020-08-15,1558.777117352727
216,2020-08-16,1573.6944467553499
217,2020-08-17,1556.0123095526924
218,2020-08-18,1543.77600889208
219,2020-08-19,1556.2294518648516
220,2020-08-21,1576.2026009399224
221,2020-08-22,1576.2026009399224
222,2020-08-23,1576.2026009399224
223,2020-08-24,1576.2026009399224
224,2020-08-25,1599.1826368400305
225,2020-08-26,1599.1826368400302
226,2020-08-28,1592.4052498834412
227,2020-08-29,1592.4052498834412
228,2020-08-30,1621.4658329856086
229,2020-08-31,1621.4658329856086
230,2020-09-01,1620.4626287341325
231,2020-09-02,1615.3897925633014
232,2020-09-03,1716.8063553566788
233,2020-09-04,1725.3825597840305
234,2020-09-05,1758.1241690210059
235,2020-09-06,1758.1241690210059
236,2020-09-07,1758.1241690210059
237,2020-09-08,1753.68192448746
238,2020-09-09,1748.1246217902467
239,2020-09-11,1748.1246217902467
240,2020-09-12,1748.1246217902467
241,2020-09-13,1734.4932327875426
242,2020-09-14,1718.819620902189
243,2020-09-15,1718.819620902189
244,2020-09-16,1713.4221763323867
245,2020-09-17,1724.090014007204
246,2020-09-18,1724.090014007204
247,2020-09-19,1724.090014007204
248,2020-09-20,1724.090014007204
249,2020-09-21,1712.97530063442
250,2020-09-22,1712.97530063442
251,2020-09-23,1712.97530063442
252,2020-09-25,1712.97530063442
253,2020-09-26,1712.97530063442
254,2020-09-27,1712.97530063442
255,2020-09-28,1712.97530063442
256,2020-09-29,1712.97530063442
257,2020-09-30,1712.97530063442
258,2020-10-01,1712.97530063442
259,2020-10-02,1712.97530063442
260,2020-10-03,1712.97530063442
261,2020-10-04,1712.97530063442
262,2020-10-05,1712.97530063442
263,2020-10-06,1687.1185862150824
264,2020-10-07,1687.1185862150824
265,2020-10-08,1686.9623537627658
266,2020-10-09,1684.474073128614
267,2020-10-10,1664.8407314915216
268,2020-10-11,1660.097712330376
269,2020-10-12,1659.0817682370116
270,2020-10-13,1659.0817682370116
271,2020-10-14,1659.0817682370116
272,2020-10-15,1659.0817682370116
273,2020-10-16,1649.8656247276995
274,2020-10-17,1649.8656247276995
275,2020-10-18,1649.8656247276995
276,2020-10-19,1644.9699696718212
277,2020-10-20,1641.4616393749363
278,2020-10-21,1729.7042926728905
279,2020-10-22,1710.9934000417916
280,2020-10-23,1710.9934000417916
281,2020-10-24,1712.0129891288125
282,2020-10-25,1687.9499968625933
283,2020-10-26,1689.156574140771
284,2020-10-27,1682.51786008127
285,2020-10-28,1675.649372843919
286,2020-10-29,1659.5307099825986
287,2020-10-30,1623.8253852646646
288,2020-10-31,1613.5033108670032
289,2020-11-01,1604.14271553137
290,2020-11-02,1595.7005118769048
291,2020-11-03,1533.7094619621207
292,2020-11-04,1450.0484687585215
293,2020-11-05,1480.1534828638885
294,2020-11-06,1503.3486650794816
295,2020-11-07,1533.9383353687022
296,2020-11-08,1529.0846492933092
297,2020-11-09,1505.5534245429394
298,2020-11-10,1499.2072530705323
299,2020-11-11,1496.1756014436687
300,2020-11-13,1496.1756014436687
301,2020-11-14,1494.553914644057
302,2020-11-15,1494.8417105505955
303,2020-11-16,1538.4578199275388
304,2020-11-17,1552.601826214962
305,2020-11-18,1550.7870146858131
306,2020-11-19,1555.891904877332
307,2020-11-20,1570.6178946316634
308,2020-11-21,1580.176413471818
309,2020-11-22,1555.2307559138753
310,2020-11-23,1589.222230103172
311,2020-11-24,1581.442731793575
312,2020-11-25,1581.4427317935751
313,2020-11-26,1619.8674411703123
314,2020-11-27,1541.6065094858857
315,2020-11-28,1538.9664137081324
316,2020-11-29,1538.9664137081327
317,2020-11-30,1564.809894041238
318,2020-12-01,1575.4326670196633
319,2020-12-02,1575.4326670196633
320,2020-12-03,1575.4326670196633
321,2020-12-04,1623.1049948689088
322,2020-12-05,1624.7067840411373
323,2020-12-06,1624.7067840411373
324,2020-12-07,1624.7067840411373
325,2020-12-08,1669.6307730829678
326,2020-12-09,1608.7054582462893
327,2020-12-11,1608.7054582462893
328,2020-12-12,1608.7054582462893
329,2020-12-13,1613.6601223248076
330,2020-12-14,1613.6601223248076
331,2020-12-15,1613.6601223248076
332,2020-12-16,1667.5062436670437
333,2020-12-17,1620.296863222592
334,2020-12-18,1621.4307423662265
335,2020-12-19,1632.1748837222333
336,2020-12-20,1632.1748837222333
337,2020-12-21,1645.9726329219002
338,2020-12-22,1658.5095391393866
339,2020-12-23,1689.669325429396
340,2020-12-24,1689.669325429396
341,2020-12-25,1726.2457245268874
342,2020-12-26,1742.464612554973
343,2020-12-27,1695.7460125616567
344,2020-12-28,1690.553099240908
345,2020-12-29,1666.14216402095
346,2020-12-30,1673.8681782416947
347,2020-12-31,1673.8681782416947
